Code,Description
8350, Oil or Gasoline Dealer & Drivers Missouri
8350, Oil or Gasoline Dealer & Drivers Oklahoma
8350, Oil or Gasoline Dealer & Drivers Rhode Island
8350, Oil or Gasoline Dealer & Drivers Texas
8350, Oil or Gasoline Dealer & Drivers. National
8350, Oiling of Roads & Drivers—Delivery and Spreading of Oil on Roads by Oil Distributors National
8350, Solvent Dealers—Bulk & Drivers National
8350, Solvent Distribution—Bulk & Drivers Texas
8353, Gas Dealer—Liquefied Petroleum Gas & Drivers. Louisiana
8353, Gas Dealer—Liquefied Petroleum Gas & Salespersons Arizona
8353, Gas Dealer—Liquefied Petroleum Gas & Salespersons Drivers Alabama
8353, Gas Dealer—Liquefied Petroleum Gas & Salespersons Drivers Florida
8353, Gas Dealer—Liquefied Petroleum Gas & Salespersons Drivers Missouri
8353, Gas Dealer—Liquefied Petroleum Gas & Salespersons Drivers Oklahoma
8353, Gas Dealer—Liquefied Petroleum Gas—& Salespersons Drivers Mississippi
8370, Trucking Mechanics and Garage Employees Missouri
8370, Trucking: Mechanics and Garage Employees New Mexico
8370, Trucking—Mechanics and Garage Employees South Dakota
8380, Air Conditioning Systems—Automobile—Installation Service or Repair & Drivers National
8380, Automobile National
8380, Automobile Service Center or Repair Center & Drivers Alaska
8380, Automobile Service or Repair Center & Drivers Tennessee
8380, Automobile—Sales or Service Agency & Parts Department Employees Drivers Connecticut
8380, Automobile—Service or Repair Center & Drivers Connecticut
8380, Gasoline Station NOC—Retail & Drivers National
8380, Mobile Home Dealers—All Other Employees & Drivers Alaska
8380, Mobile Home Delivery—By Specialist Contractor—Including On-Site Placement Hookup of Plumbing and Electrical Systems and Incidental Installation Activities & Drivers Alaska
8380, Mobile Home Repair Shop—By Dealer or Specialist Contractor & Drivers Alaska
8380, Mobile Home Sales—All Other Employees & Drivers Oregon
8380, Mobile Home Windstorm Tie-Down Installation—By Dealer & Drivers Alaska
8380, Mobile Manufactured Modular or Prefabricated Home Dealers—All Other Employees & Drivers National
8380, Rubber Tire Dealer—Retail & Drivers National
8380, Storage Battery Service Station & Drivers.. National
8380, Truck Leasing—Long-Term—All Other Employees & Drivers National
8381, Gasoline Station—Retail—Self-Service Florida
8381, Gasoline Station—Self-Service Only—Retail National
8381, Gasoline Station—Self-Service Only—Retail Hawaii
8381, Gasoline Station—Self-Service Only—Retail Louisiana
8381, Gasoline Station—Self-Service Only—Retail Missouri
8381, Gasoline Station—Self-Service Only—Retail Oklahoma
8381, Gasoline Station—Self-Service Only—Retail Rhode Island
8385, Ambulance Service and EMS Emergency Medical Service Providers—Garage Personnel Illinois
8385, Ambulance Service Companies—Garage Employees National
8385, Ambulance Service Companies—Garage Employees New Hampshire
8385, Automobile Rental Co.—Garage Employees Texas
8385, Automobile—Rental Co.—Garage Employees National
8385, Bus Co.—Garage Employees National
8385, Limousine Co.—Garage Employees National
8385, Limousine Co.—Garage Employees Connecticut
8385, School Bus Contractor—Including Incidental Charter Service—Garage Employees Maryland
8385, School Bus Contractors—Including Incidental Charter Service—Garage Employees New Hampshire
8385, Taxicab Co.—Garage Employees National
8385, Truck—Rental—Garage Employees National
8387, Automobile Car Wash & Drivers Hawaii
8387, Automobile Car Wash & Drivers Missouri
8387, Automobile Car Wash & Drivers Oklahoma
8387, Automobile Car Wash & Drivers Rhode Island
8387, Automobile Glass Installation Missouri
8387, Automobile Glass Installation Oklahoma
8387, Automobile Glass Installation Service or Repair Rhode Island
8387, Automobile Lubrication Greasing and Maintenance & Drivers Texas
8387, Automobile Muffler—Installation or Repair & Drivers Hawaii
8387, Automobile Service Station & Drivers Hawaii
8387, Automobile Service Station & Drivers Missouri
8387, Automobile Service Station & Drivers Oklahoma
8387, Automobile Service Station & Drivers Rhode Island
8387, Automobile Service Station & Drivers Texas
8387, Brake Service or Repair—Automobile & Drivers Hawaii
8387, Car Wash—Full Service & Drivers Texas
8387, Gasoline Station NOC Retail & Drivers Oklahoma
8387, Gasoline Station NOC—Retail & Drivers Hawaii
8387, Gasoline Station NOC—Retail & Drivers Louisiana
8387, Gasoline Station NOC—Retail & Drivers Rhode Island
8387, Gasoline Station—NOC—Retail & Drivers Missouri
8387, Gasoline Station—Retail & Drivers Texas
8387, Muffler Installation or Repair—Automobiles & Drivers Hawaii
8387, Rubber Tire Dealer—Retail & Drivers Hawaii
8387, Rubber Tire Dealer—Retail & Drivers Louisiana
8387, Rubber Tire Dealer—Retail & Drivers Missouri
8387, Rubber Tire Dealer—Retail & Drivers Oklahoma
8387, Rubber Tire Dealer—Retail & Drivers Rhode Island
8387, Storage Battery Service Station & Drivers Hawaii
8387, Storage Battery Service Station & Drivers Louisiana
8387, Storage Battery Service Station & Drivers Missouri
8387, Storage Battery Service Station & Drivers Oklahoma
8387, Storage Battery Service Station & Drivers Rhode Island
8387, Storage Battery Service Station & Drivers Texas
8387, Taximeters—Installation or Repair & Drivers Missouri
8387, Taximeters—Installation or Repair & Drivers Oklahoma
8387, Tire Testing—Automobile and Truck & Drivers Texas
8391, Air Conditioning Systems—Automobile—Installation Service or Repair & Drivers Louisiana
8391, Air-Conditioning Systems—Automobile—Installation Service or Repair Rhode Island
8391, Air-Conditioning Systems—Automobile—Installation Service or Repair & Drivers Hawaii
8391, Air-Conditioning Systems—Automobile—Installation Service or Repair & Drivers Missouri
8391, Aircraft Painting & Drivers Texas
8391, Automobile Accessory Store—Wholesale or Retail—NOC & Drivers Texas
8391, Automobile Air Conditioners—Installation & Drivers Texas
8391, Automobile Air-Conditioning & Drivers Rhode Island
8391, Automobile Body Repair & Drivers Texas
8391, Automobile Brake Service or Repair & Drivers Missouri
8391, Automobile Brake Service or Repair & Drivers Oklahoma
8391, Automobile Brake Service or Repair & Drivers Rhode Island
8391, Automobile Bumper Reconditioning & Plating & Drivers Texas
8391, Automobile Conversion & Drivers Texas
8391, Automobile Engine Rebuilders & Drivers Texas
8391, Automobile Glass Installation & Drivers Texas
8391, Automobile Inspection Station & Drivers Texas
8391, Automobile Installation Service or Repair—Air-Conditioning & Drivers Oklahoma
8391, Automobile Leasing Company—Long-Term—All Other Employees & Drivers Hawaii
8391, Automobile Leasing Company—Long-Term—All Other Employees & Drivers Missouri
8391, Automobile Leasing Company—Long-Term—All Other Employees & Drivers Oklahoma
8391, Automobile Leasing Company—Long-Term—All Other Employees & Drivers Rhode Island
8391, Automobile Machine Shop & Drivers Texas
8391, Automobile Muffler Installation or Repair & Drivers Missouri
8391, Automobile Muffler Installation or Repair & Drivers Oklahoma
8391, Automobile Muffler Installation or Repair & Drivers Rhode Island
8391, Automobile Painting & Drivers Texas
8391, Automobile Paints Dealer & Drivers Texas
8391, Automobile Parts Store—Wholesale or Retail & Drivers Texas
8391, Automobile Radiator Repair—No Manufacturing & Drivers Missouri
8391, Automobile Radiator Repair—No Mfg. & Drivers Oklahoma
8391, Automobile Radiator Repair—No Mfg. & Drivers Rhode Island
8391, Automobile Repair Shop & Parts Department Employees Drivers Missouri
8391, Automobile Repair Shop & Parts Department Employees Drivers Oklahoma
8391, Automobile Repair Shop & Parts Department Employees Drivers Rhode Island
8391, Automobile Repair Shop and Parts Department Employees Drivers Hawaii
8391, Automobile Repair Shop and Parts Department Employees Drivers Texas
8391, Automobile Sales or Service Agency & Parts Department Employees Drivers Hawaii
8391, Automobile Sales or Service Agency & Parts Department Employees Drivers Missouri
8391, Automobile Sales or Service Agency & Parts Department Employees Drivers Rhode Island
8391, Automobile Sales or Service Agency and Parts Department Employees & Drivers Oklahoma
8391, Automobile Sales or Service Agency and Parts Department Employees Drivers Texas
8391, Automobile Tire Dealer—Retail & Drivers Texas
8391, Automobile—Installation Service or Repair—Air-Conditioning & Drivers Missouri
8391, Boats and Motors—Pleasure Craft—Service & Drivers Texas
8391, Drive Shaft Rebuilding—Automotive & Drivers Texas
8391, Emissions Testing—Automobile & Drivers Texas
8391, Mobile Home Dealers—All Other Employees & Drivers Hawaii
8391, Mobile Home Repair Shop—By Dealer or Specialist Contractor & Drivers Louisiana
8391, Mobile Home Repair Shop—By Dealer or Specialist Contractor & Drivers Missouri
8391, Mobile Home Repair Shop—By Dealer or Specialist Contractor & Drivers Rhode Island
8391, Mobile Home Repair—Shop Oklahoma
8391, Mobile Home Sales—All Employees & Drivers Rhode Island
8391, Mobile Home Sales—All Other Employees Oklahoma
8391, Mobile Home Sales—All Other Employees & Drivers Louisiana
8391, Mobile Home Sales—All Other Employees & Drivers Missouri
8391, Mobile Home Shop—By Dealer or Specialist Contractor & Drivers Hawaii
8391, Mobile Home—Delivery—By Specialty Contractor—Delivery and Placement & Drivers Texas
8391, Mobile Home—Repair—Shop—By Dealer or Specialty Contractor & Drivers Texas
8391, Mobile Home—Sales—All Other Employees & Drivers Texas
8391, Mobile Home—Windstorm Tie-Down Installation—By Dealer & Drivers Texas
8391, Motorcycle Service & Drivers Texas
8391, Muffler Shop & Drivers Texas
8391, Painting—Aircraft & Drivers Texas
8391, Painting—Automobile or Carriage Bodies & Drivers Texas
8391, Radiator Repair—Automobile & Drivers Texas
8391, Store—Automobile Accessory—Retail—NOC & Drivers Texas
8391, Store—Automobile Parts—Wholesale or Retail & Drivers Texas
8391, Store—Tire—Retail & Drivers Texas
8391, Tire Dealer—Retail & Drivers Texas
8391, Truck and Trailer Body Repair—No Mfg. & Drivers Texas
8391, Truck Leasing—Long-Term—All Other Employees & Drivers Hawaii
8391, Truck Leasing—Without Operators—Maintenance Only & Drivers Texas
8391, Van Conversion & Drivers Texas
8391, Wrecker Service With Garage & Drivers Texas
8392, Automobile Storage Garage Parking Lot or Parking Station Valet Service Cashiers or Counter Personnel & Drivers National
8393, Automobile Body Repair Hawaii
8393, Automobile Body Repair Missouri
8393, Automobile Body Repair Oklahoma
8393, Automobile Body Repair Rhode Island
8393, Automobile Bumper Straightening and Repair New Mexico
8393, Automobile—Body Repair National
8393, Automobile—Body Repair Connecticut
8393, Automobile—Bumper Repair Florida
8393, Trailer Body Mfg.—Not Home Type Missouri
8393, Truck or Trailer Body Repair & Drivers Indiana
8399, Truck or Trailer Body Repair Shop—All Employees & Parts Department Employees Drivers Alabama
8399, Truck or Trailer Body Repair Shop—All Employees & Parts Department Employees Drivers Connecticut
8411, Voluntary Personnel Arizona
8411, Volunteer Firefighters Police Officers or Ambulance Service Personnel & Drivers Oregon
8500, METAL SCRAP DEALER & DRIVERS National
8601, Air Flow Balancing of Air Conditioning Systems Texas
8601, Architect or Engineer—Consulting Texas
8601, Architect or Engineering Firm—Including Salespersons & Drivers Alaska
8601, Architectural or Engineering Firm Including Salespersons & Drivers Oregon
8601, Architectural or Engineering Firm— Including Salespersons & Drivers National
8601, Architectural or Engineering Firm—Including Salespersons & Drivers Florida
8601, Architectural or Engineering Firm—Including Salespersons & Drivers Montana
8601, Engineer or Architect—Consulting Texas
8601, Entomologist—Contract to Check Farmers Cotton or Other Crops for Infestation and Recommend Type of Treatment Texas
8601, Land Man for Buying or Leasing Mineral Rights Texas
8601, Oil or Gas Geologist or Scout Texas
8601, Oil or Gas Well—Drilling Consultants Texas
8601, Pipeline Locator Service Texas
8601, Surveyor Texas
8601, Timber Cruisers—No Other Operation Texas
8602, Oil or Gas Geologists or Scouts & Drivers Florida
8602, Surveyors & Drivers Florida
8602, Surveyors Timber Cruisers Oil or Gas Geologists or Scouts & Drivers Oregon
8602, Surveyors Timber Cruisers Oil or Gas Geologists or Scouts & Drivers National
8602, Timber Cruisers & Drivers Florida
8603, Architectural or Engineering Firm—Clerical National
8603, Drafting Company—Clerical National
8606, Geophysical Exploration—All Employees & Drivers National
8606, Geophysical Exploration—Seismic—All Employees & Drivers Texas
8607, Ecology Studies—Water Fish Animals Etc. & Drivers Texas
8607, Geophysical Exploration NOC—All Employees & Drivers Texas
8709,F Steamship Line or Agency—Port Employees—Talliers Checking Clerks and Employees Engaged in Mending or Repacking of Damaged Containers Texas
8709,F Steamship Line or Agency—Port Employees—Talliers Checking Clerks and Employees Engaged in Mending or Repacking of Damaged Containers—Coverage Under U.S. Act National
8709,F Stevedoring—Talliers and Checking Clerks Engaged in Connection With Stevedore Work Texas
8709,F Third Party Witnesses of Products on Ships Texas
8719, Steamship Line or Agency—Port Employees—Talliers Checking Clerks and Employees Engaged in Mending or Repacking of Damaged Containers—Coverage Under State Act Only National
8720, Estimators—Construction New Mexico
8720, Inspection of Risks for Insurance or Evaluation Purposes NOC Florida
8720, Inspection of Risks for Insurance or Evaluation Purposes NOC Missouri
8720, Inspection of Risks for Insurance or Evaluation Purposes NOC Montana
8720, Inspection of Risks for Insurance or Valuation Purposes NOC National
8720, Racetrack Operation—Horse or Dog—Racing Officials Other Than Starters or Their Assistants National
8721, Real Estate Agency—Outside Employees & Collectors National
8721, Real Estate Appraisal Company—Outside Employees National
8723, Insurance Companies Missouri
8723, Insurance Companies—Including Clerical & Salespersons National
8723, Insurance Companies—Including Clerical & Salespersons Florida
8723, Insurance Companies—Including Clerical & Salespersons Montana
8725, Inventory Counters—Traveling—Including Salespersons & Clerical National
8726,F Steamship Line or Agency—Port Employees—Superintendents Captains Engineers Stewards or Their Assistants Pay Clerks National
8726,F Steamship Line or Agency—Port Employees—Superintendents Captains Engineers Stewards or Their Assistants Pay Clerks Talliers Checking Clerks and Employees Engaged in Mending or Repacking of Damaged Containers Texas
8728, Insurance Missouri
8728, Insurance—Outside Claim Adjusters Florida
8728, Insurance—Outside Claim Adjusters Montana
8734, Salespersons or Collectors—Outside—Program II—State Act Benefits—Coverage Under the Federal Employers’ Liability Act FELA National
8737, Salespersons or Collectors—Outside—Program I—Coverage Under the Federal Employers’ Liability Act FELA National
8738, Salespersons or Collectors—Outside—Program II—USL&HW Act Benefits—Coverage Under the Federal Employers’ Liability Act FELA National
8742, Appraisers—Tax Texas
8742, Boy and Girl Scout Councils—Executive Secretaries—Office and Travel Texas
8742, Claim Adjusters or Special Agents—Insurance Co.—Outside Texas
8742, Collectors Messengers or Salesperson—Outside Texas
8742, Counseling Services—Outside Texas
8742, Demonstration of Products in Stores—Not Store Employees Texas
8742, Electric Light or Power Cooperative—REA Project Only—Salespersons or Collectors—Outside Oregon
8742, Estimators Arizona
8742, Estimators Oregon
8742, Food Sample Distribution in Stores—Not Store Employees Texas
8742, Inspection of Risks for Insurance or Valuation Purposes NOC—Visual Inspection Only Texas
8742, Insurance Claim Adjusters—Outside Texas
8742, Interior Designers—Consulting Only Texas
8742, Livestock Commission Merchant Texas
8742, Messengers Collectors or Salespersons—Outside Texas
8742, Outside Social Case or Welfare Workers Missouri
8742, Real Estate Agency—Outside Employees & Collectors Oregon
8742, Real Estate Agency—Outside Employees and Collectors Texas
8742, Real Estate Appraisal Companies—Outside Employees Oregon
8742, Real Estate Appraisers Texas
8742, Salespersons or Collectors—Outside National
8742, Salespersons or Collectors—Outside Oregon
8742, Salespersons Collectors or Messengers—Outside Texas
8742, Sample Distribution in Stores—Not Store Employees Texas
8742, Tax Appraisers Texas
8742, U.S.O. Operations—Travelers Aid Society National
8743, Municipal Town City and County Employees—Professional or Administrative Employees Montana
8744, State of Montana Professional or Administrative Employees Montana
8745, News Agent or Distributor of Magazines or Other Periodicals—Not Retail Dealer & Salespersons Drivers National
8748, Automobile National
8748, Automobile Leasing Company—Long-Term—Salespersons Hawaii
8748, Automobile Salespersons Tennessee
8748, Automobile Salespersons Texas
8748, Boats and Motors—Pleasure Craft—Sales Texas
8748, Mobile Home Dealers—Salespersons Alaska
8748, Mobile Home Dealers—Salespersons Hawaii
8748, Mobile Home Sales—Salespersons Oregon
8748, Mobile Home—Sales—Salespersons Texas
8748, Mobile Manufactured Modular or Prefabricated Home Dealers—Salespersons National
8748, Motorcycle Sales Texas
8748, Truck Leasing—Long-Term—Sales Employees National
8748, Truck Leasing—Long-Term—Sales Employees Hawaii
8752, Coffee Maker Rental & Drivers Texas
8752, House Furnishings or Wearing Apparel Dealer—Retail & Drivers Texas
8752, Ice Cream Vendors—Neighborhood Routes & Drivers Texas
8752, Mobile Food Units—Route Salespersons & Drivers Texas
8752, Salespersons—Route & Drivers Texas
8752, Store—House Furnishings or Wearing Apparel—Retail & Drivers Texas
8752, Wearing Apparel or Household Furnishings Dealer—Retail & Drivers Texas
8753, Grocery Tea or Coffee Dealer—Retail & Salespersons Drivers Oklahoma
8754, Furniture Store—Inside Sales Employees Texas
8754, Store—Furniture—Inside Sales Employees Connecticut
8754, Store—Furniture—Inside Sales Employees Louisiana
8754, Store—Furniture—Inside Sales Employees Texas
8754, Store—Furniture—Inside Sales Employees—Retail Store Rhode Island
8755, Labor Union—All Employees. National
8799, Mailing or Addressing Company or Letter Service Shop—Clerical Staff National
8800, Addressing or Mailing Co. & Clerical Montana
8800, Addressing or Mailing Co. & Clerical. Oregon
8800, Letter Service Shop & Clerical Montana
8800, Letter Service Shop & Clerical. Oregon
8800, Mailing or Addressing Co. & Clerical Montana
8800, Mailing or Addressing Co. & Clerical. Oregon
8800, Mailing or Addressing Company or Letter Service Shop National
8803, Accountant Auditor or Factory Cost or Office Systematizer—Traveling Texas
8803, Auditor Accountant or Computer System Designer or Programmer—Traveling National
8803, Auditor Accountant or Computer System Designer or Programmer—Traveling Oregon
8803, Auditor Accountant or Factory Cost or Office Systematizer—Traveling Texas
8803, Factory Cost or Office Systematizer Accountant or Auditor—Traveling Texas
8803, Inventory by Contract Texas
8803, Office or Factory Cost Systematizer Accountant or Auditor—Traveling Texas
8803, Tax Collecting Agency Texas
8805, Clerical Office Employees NOC—Coverage Under the Federal Employers’ Liability Act FELA—Program II—State Act Benefits National
8809, Executive Officers NOC—Performing Clerical or Outside Salespersons Duties Only Texas
8810, Air Traffic Controllers Texas
8810, Boy and Girl Scout Councils—Clerical Office Employees Other Than at Camp Locations Texas
8810, Clerical Office Employees Oregon
8810, Clerical Office Employees NOC Texas
8810, Clerical Office Employees NOC. National
8810, Clerical Telecommuter Employees Oregon
8810, Computer and Data Processing Services—Operators Programmers Texas
8810, Computer Software Manufacture—No Video Production Oregon
8810, Computer—System Designers or Programmers—Exclusively Office National
8810, Cotton Classing—Classers Clerks & Micronaire Operators Texas
8810, Counseling Services—Inside Texas
8810, Court Reporters for Courts Texas
8810, Drafting Employees Alaska
8810, Drafting Employees Montana
8810, Drafting Employees Oregon
8810, Drafting Employees Texas
8810, Electric Light or Power Cooperative—REA Project Only—Clerical Office Employees NOC Oregon
8810, Public Library or Museum—Professional Employees & Clerical National
8810, Racetrack Operation—Dog—Pari-Mutuel Clerks Texas
8810, Racetrack Operation—Horse or Dog—Pari-Mutuel Clerks Cashiers and Clerical Office Employees National
8810, Racetrack Operation—Horse—Pari-Mutuel Clerks Texas
8810, Telemarketing Texas
8810, Telephone Answering Service Oregon
8810, Weight Management Center Texas
8811, Municipal Township County or State Non-Salaried Board Members and Trustees Colorado
8811, Municipal Township County or State Non-Salaried Board Members and Trustees Idaho
8811, State of Montana Clerical Office Employees Montana
8812, Recycling Operations—All Employees & Drivers Alaska
8814, Clerical Office Employees NOC—Coverage Under the Federal Employers’ Liability Act FELA—Program I National
8815, Clerical Office Employees NOC—Coverage Under the Federal Employers’ Liability Act FELA—Program II—USL&HW Act Benefits National
8818, Comprehensive Employment Training Act Employees—All Employees & Clerical Salespersons & Drivers Idaho
8820, Abstract or Title Co.—All Employees & Clerical Messengers Drivers Texas
8820, Attorney—All Employees & Clerical Messengers Drivers. National
8820, Court Reporters—For Law Firms & Messengers Clerical Drivers Texas
8820, Law Office—All Employees & Clerical Messengers Drivers. National
8820, Title or Abstract Co.—All Employees & Clerical Messengers Drivers Texas
8824, Retirement Living Centers—Health Care Employees National
8824, Retirement Care Nursing and Convalescent Centers—Health Care Employees Oregon
8825, Retirement Living Centers—Food Service Employees National
8825, Retirement Care Nursing and Convalescent Centers—Food Service Employees Oregon
8826, Retirement Living Centers—All Other Employees & Salespersons Drivers National
8826, Retirement Care Nursing and Convalescent Centers—All Other Employees Oregon
8828, Home Healthcare—All Other Employees Texas
8828, Homemaker Service Texas
8828, Visiting Nurses Associations—All Other Employees Texas
8829, Convalescent Home—All Employees Florida
8829, Convalescent or Nursing Home—All Employees National
8829, Home for Aged—All Employees National
8829, Nursing or Convalescent Home—All Employees National
8829, Rest Home—All Employees National
8831, Alligator Control—Removal of Nuisance Alligators & Drivers Texas
8831, Animal Shelters & Drivers Texas
8831, Artificial Insemination of Cattle—Professional Employees National
8831, Artificial Insemination—Animals and Fowls—& Drivers Texas
8831, Chicken Debeaking Sexing and Vaccinating—By Contract & Drivers Texas
8831, Dog Catchers & Drivers Texas
8831, Dog Kennels—Boarding & Drivers Texas
8831, Dog Show—Kennel Employees & Drivers Texas
8831, Hospital—Veterinary & Drivers National
8831, Humane Societies & Drivers Texas
8831, Kennels—Dog & Drivers Texas
8831, Pet Grooming or Training & Drivers National
8831, Pet Sitters & Drivers—Day Visits Only New Hampshire
8831, Racetrack Operation—Dog—Kennel Employees & Drivers Texas
8831, Veterinary Hospital & Drivers Texas
8832, Anesthesiologist & Clerical Hawaii
8832, Blood Banks Texas
8832, Chiropractor’s Office Texas
8832, Dentist Texas
8832, Dentist & Clerical. National
8832, Hearing Aid Sales—Testing and Fitting Texas
8832, Inhalation Therapists Texas
8832, Laboratory—Medical Texas
8832, Medical Laboratory Texas
8832, Minor Emergency Clinics Texas
8832, Mobile Medical Unit—Cat Scan Mammography Etc. Texas
8832, Optometrist Texas
8832, Physical Therapists Texas
8832, Physician Texas
8832, Physician & Clerical National
8832, Therapists—Inhalation Physical Etc. Texas
8833, Ambulance Service—Air Ambulance—Medical Personnel Texas
8833, Asylum—Professional Employees National
8833, Charitable or Welfare Organization—Homemaker Service—Physical Assistance Missouri
8833, Home Healthcare—Professional Employees Texas
8833, Hospices—Professional Employees Texas
8833, Hospital—Professional Employees National
8833, Hospital—Professional Employees Texas
8833, Hospitals—Practical Nurses Nurses Aides and Orderlies Texas
8833, Hospitals—Professional Employees Oregon
8833, Racetrack Operation—Automobile—EMS Personnel Texas
8833, Racetrack Operation—Dog—EMS Personnel Texas
8833, Racetrack Operation—Horse—EMS Personnel Texas
8833, Sanitarium—Professional Employees National
8833, Visiting Nurses Associations—Professional Employees Texas
8834, State of Montana Asylum Hospital Home and Special School—Not Correctional—All Other Employees & Drivers Montana
8835, Adult Day Care Center—All Employees—No Overnight Facilities or Nursing Home Care Oregon
8835, Home Public and Traveling Healthcare—All Employees National
8835, Homemaker Service—Physical Assistance National
8835, Homemaker Service—Physical Assistance—Businesses New Hampshire
8837, Charitable or Religious Organization—Welfare—All Operations & Drivers Texas
8837, Religious or Charitable Organization—Welfare—All Operations & Drivers Texas
8837, Sheltered Workshops & Drivers Texas
8838, Library—Public—Professional Employees Texas
8838, Museum or Public Library—Professional Employees Texas
8838, Planetarium Texas
8838, Public Library or Museum—Professional Employees Texas
8840, Religious Organization—Professional Employees & Clerical Arizona
8840, Religious Organization—Professional Employees & Clerical Oklahoma
8841, Home for Aged—Professional Employees Rhode Island
8841, Nursing Home—Professional Employees Rhode Island
8841, Rest Home—Professional Employees Rhode Island
8842, Group Homes—All Employees & Salespersons Drivers National
8842, Group Homes—All Employees Drivers Colorado
8842, Mental Health Group Care Homes—All Employees & Drivers Oregon
8853, Public Corporation Teaching Hospital—All University and Hospital Professional and Nonprofessional Employees & Clerical Salespersons Drivers Oregon
8855, Banks and Trust Companies—All Employees Salespersons Drivers & Clerical National
8856, Check Cashing Establishments—All Employees Salespersons Drivers & Clerical National
8858, Aircraft Ground School Texas
8861, Charitable or Welfare Organization—Professional Employees & Clerical Nevada
8861, Charitable or Welfare Organization—Professional Employees and Clerical Missouri
8862, Casino Gambling—Clerical Office Employees South Dakota
8864, Senior Center—Multipurpose—All Operations & Drivers Oregon
8864, Social Service Organization—All Other Employees & Drivers NOC Oregon
8864, Social Services Organization—All Employees & Salespersons Drivers National
8864, Social Services Organization—All Employees Drivers Colorado
8868, Children’s Home—Professional Employees Texas
8868, Church—Professional Employees Texas
8868, College or School—Professional Employees & Clerical Florida
8868, College—Professional Employees Texas
8868, College—Professional Employees & Clerical National
8868, Cosmetology Schools—Instructors Texas
8868, Dance Studio—Professional Employees and Teachers Hawaii
8868, Dance Studios—Professional Employees Texas
8868, Day Care Center—Professional Employees Texas
8868, Driver Education Instruction—Professional Employees Texas
8868, Gymnastic Schools—Professional Employees Texas
8868, Halfway Houses—Professional Employees Texas
8868, Job Corps Vocational Training Centers—Professional Employees Texas
8868, Martial Arts School—Professional Employees Texas
8868, Mental Health and Mental Retardation Residential Group Homes—Professional Employees Texas
8868, Orphanage—Professional Employees Texas
8868, Religious Organization—Professional & Clerical Oregon
8868, Religious Organization—Professional Employees & Clerical National
8868, School—Professional Employees Texas
8868, School—Professional Employees & Clerical National
8868, Schools—Professional & Clerical Oregon
8868, Shelter Operations for Displaced Persons—Professional Employees Texas
8868, Swimming Instruction—Professional Employees Texas
8868, Vocational Training School—Professional Employees Texas
8869, Child Care Center—All Employees Including Clerical Salespersons & Drivers Oregon
8869, Child Care Center—All Employees Including Clerical Salespersons & Drivers. National
8869, Child Day Camp—All Employees Including Clerical Salespersons & Drivers National
8869, Child Day Camp—All Employees Including Clerical Salespersons & Drivers; Preschool—All Employees Including Clerical Salespersons & Drivers Oregon
8869, Day Nurseries—All Employees Including Clerical Salespersons & Drivers National
8871, Clerical Telecommuter Employees. National
8872, Homemaker Service—Physical Assistance—Individuals New Hampshire
8877, Social Service Organization—Clinical Counseling Assessments Clerical and Salespersons Oregon
8901, Alarm Monitoring & Clerical Texas
8901, Security Alarm Monitoring & Clerical Texas
8901, Telecommunications Co.: Office or Exchange Employees & Clerical National
8901, Telephone Answering Service & Clerical Texas
8901, Telephone or Telegraph Co.—Office or Exchange Employees & Clerical Texas
8901, Television Community Coaxial Cable Company—Studios or Exchange Employees & Clerical Texas
9012, Building or Property Management—Property Managers and Leasing Agents & Clerical Salespersons National
9012, Buildings—Operation by Owner or Lessee—Property Managers and Leasing Agents & Clerical Salespersons Oregon
9012, Condominiums Cooperatives or Time-Shares—Property Managers and Leasing Agents & Clerical Salespersons National
9012, Condominiums Cooperatives or Time-Shares—Property Managers and Leasing Agents & Clerical Salespersons Oregon
9012, Mini-Storage Facilities or Flea Markets—Property Managers and Leasing Agents & Clerical Salespersons National
9012, Mini-Storage Facilities or Flea Markets—Property Managers and Leasing Agents & Clerical Salespersons Oregon
9012, Mobile Home or Trailer Parks—Property Managers and Leasing Agents & Clerical Salespersons National
9012, Mobile Home or Trailer Parks—Property Managers and Leasing Agents & Clerical Salespersons Oregon
9013, Condominiums or Cooperatives—All Employees Hawaii
9014, Air Conditioning Duct Cleaning Service Texas
9014, Air Conditioning Filter Service—By Contract Texas
9014, Building Service Contractor Texas
9014, Buildings—Operation by Contractors Texas
9014, Chemical Application on Plant Grounds—Grass and Weed Retardant Texas
9014, Chimney Cleaning by Contractor Texas
9014, Chimney Cleaning—Residential & Drivers Oregon
9014, Chimney Cleaning—Residential—No Chimney Cleaning Above Ground Level & Drivers National
9014, Cleaner—Debris Removal Texas
9014, Cleaning of New Homes by Specialty Contractors Texas
9014, Cleaning Railroad Freight Cars—Not Tank Texas
9014, Dog Sitting Service Texas
9014, Environmental Cleanup—Spraying Microbes on Oil Spills—No Cleanup Texas
9014, Exterminator & Drivers National
9014, Exterminator & Termite Control Drivers Florida
9014, Fertilizer Application—Residential and Commercial Texas
9014, Flue Cleaning of Furnace Flues by Means of Rotating Flexible Rod Texas
9014, Furnace Cleaning—Vacuum Suction Method & Drivers National
9014, Highway Comfort Station Maintenance—By Contract Texas
9014, Janitor Service by Contract Texas
9014, Janitorial Services by Contractors—No Window Cleaning Above Ground Level & Drivers National
9014, Kitchen Cleaning—Commercial by Contractor Texas
9014, Lawn Maintenance—By Contract Texas
9014, Lawn Watering by Contractor Texas
